1.6888669	0.074902214	  23.781128	  3.612542724609375
1.7583835	0.09091664	  26.71238	  3.6685891723632813
1.7371647	0.074226275	  24.18836	  3.644153747558594
1.6548306	0.07962273	  24.654396	  3.6756951904296873
1.6984966	0.0664927	  26.548424	  3.651744079589844
1.7172884	0.12776886	  22.97786	  3.6690643310546873
1.7357382	0.078550346	  27.70317	  3.640001220703125
1.7724901	0.09501416	  23.19292	  3.6381491088867186
1.7413727	0.089316376	  25.456837	  3.630283203125
1.7584757	0.11410191	  22.12018	  3.612959899902344
1.7397045	0.06502478	  26.093908	  3.614604797363281
1.7638441	0.09150235	  27.207819	  3.5808929443359374
1.6801891	0.08064446	  22.289715	  3.6121444702148438
1.7880017	0.047333654	  21.491373	  3.6042166137695313
