1.7546993	0.07550797	 27.312408	 3.6415591430664063
1.646986	0.111234486	 29.08694	 3.6567678833007813
1.7633979	0.11520201	 29.292442	 3.6383905029296875
1.7335325	0.12609321	 27.204971	 3.683758544921875
1.7179077	0.11538516	 24.967976	 3.651225280761719
1.669768	0.09519227	 26.004887	 3.677223815917969
1.7507789	0.10859975	 23.076447	 3.5462420654296873
1.6817356	0.09100134	 24.186333	 3.633424072265625
1.7643135	0.09114326	 26.675228	 3.6179345703125
1.6828213	0.061935887	 30.908401	 3.6450765991210936
1.6932802	0.103745975	 27.229752	 3.6356680297851565
1.6468315	0.05061194	 22.253376	 3.6838302612304688
1.716336	0.13094987	 23.97088	 3.6688836669921874
1.7273386	0.13764893	 21.02428	 3.6784854125976563
1.7672952	0.14512472	 27.609379	 3.6114404296875
1.6922052	0.12507723	 25.382687	 3.6597714233398437
